student_id,gender,parental_education,family_income,internet_access,extra_classes,health_status,prev_score,study_hours_per_day,attendance_pct,sleep_hours,final_score,pass_fail
297,Female,Secondary,Medium,Yes,No,Good,51.8,8.6,88.7,8.6,52.22,Pass
298,Male,Secondary,High,Yes,Yes,Good,57.2,2.7,76.6,7.0,44.08,Fail
299,Female,Postgraduate,Medium,No,Yes,Excellent,,0.0,94.0,6.0,57.61,Pass
300,Male,No Education,High,No,Yes,Average,58.1,3.9,62.3,6.7,36.66,Fail
301,Male,Postgraduate,Medium,Yes,No,Good,86.0,6.7,83.2,5.2,60.91,Pass
302,Female,Graduate,Medium,Yes,No,Good,74.0,8.4,78.0,5.6,53.84,Pass
303,Female,Secondary,High,No,Yes,Excellent,74.9,2.0,79.0,8.2,42.73,Fail
304,Female,Graduate,Medium,Yes,No,Average,40.8,5.5,94.1,,56.29,Pass
305,Female,Secondary,High,Yes,Yes,Excellent,44.7,3.6,,7.4,34.52,Fail
306,Female,Postgraduate,Low,Yes,Yes,Excellent,20.0,4.3,79.3,4.9,35.1,Fail
307,Male,Postgraduate,Low,Yes,Yes,Average,49.9,9.8,50.2,6.6,33.68,Fail
308,Male,Secondary,High,Yes,No,Excellent,76.4,1.5,60.6,5.5,43.5,Fail
309,Female,Secondary,Medium,Yes,No,Excellent,69.8,5.0,73.2,8.4,51.77,Pass
310,Male,Graduate,High,Yes,No,Average,58.7,5.4,76.4,6.3,43.13,Fail
311,Male,Postgraduate,High,Yes,Yes,Good,61.7,6.7,58.0,5.7,48.81,Fail
312,Male,Secondary,Low,Yes,Yes,Good,51.7,4.7,100.0,7.0,48.37,Fail
313,Male,Graduate,Medium,Yes,Yes,Average,65.1,5.1,97.7,6.2,60.46,Pass
314,Female,Graduate,Medium,No,No,Poor,73.5,3.7,84.0,8.8,58.61,Pass
315,Female,Graduate,Medium,Yes,Yes,Average,37.8,5.0,76.1,6.1,36.67,Fail
316,Female,Primary,High,Yes,No,Average,66.5,3.8,71.8,5.3,46.82,Fail
317,Male,Graduate,Low,No,Yes,Good,76.0,5.7,60.7,4.4,50.21,Pass
318,Male,Postgraduate,Medium,No,Yes,Average,55.8,3.8,76.2,7.0,47.73,Fail
319,Male,Primary,Medium,Yes,No,Excellent,72.5,5.3,78.9,6.3,52.0,Pass
320,Male,Secondary,Low,Yes,Yes,Good,100.0,4.4,56.4,5.3,56.37,Pass
321,Female,Postgraduate,High,No,Yes,Average,60.4,6.8,80.0,8.4,49.15,Fail
322,Female,Primary,Medium,No,Yes,Good,67.9,,72.7,7.8,48.22,Fail
323,Female,Postgraduate,High,No,No,Good,50.9,1.0,,,46.31,Fail
324,Male,Secondary,Medium,No,No,Excellent,64.7,7.0,,8.6,53.06,Pass
325,Female,Secondary,Low,Yes,Yes,Poor,68.9,2.7,68.8,7.8,49.14,Fail
326,Female,Postgraduate,Medium,Yes,No,Average,64.9,3.2,100.0,6.0,56.96,Pass
327,Female,Secondary,Low,Yes,Yes,Excellent,46.7,3.3,83.3,5.8,41.77,Fail
328,Female,Secondary,High,Yes,Yes,Excellent,65.1,7.2,55.0,8.0,47.76,Fail
329,Male,Secondary,Low,Yes,Yes,Good,83.9,0.2,82.3,,46.63,Fail
330,Male,Graduate,High,Yes,No,Good,,10.8,51.8,7.2,54.15,Pass
331,Male,Primary,Medium,Yes,Yes,Average,76.4,6.6,91.2,6.0,43.78,Fail
332,Female,Secondary,Medium,No,Yes,Good,58.4,4.9,67.9,7.7,43.48,Fail
333,Male,Postgraduate,Low,Yes,Yes,Average,73.2,4.4,73.6,6.1,56.69,Pass
334,Male,Secondary,Medium,Yes,Yes,Average,66.2,5.1,94.9,6.9,47.13,Fail
335,Male,Graduate,Medium,Yes,No,Excellent,47.7,5.5,55.7,8.7,40.45,Fail
336,Male,Secondary,Low,Yes,Yes,Average,66.8,5.8,54.0,,41.05,Fail
337,Female,Graduate,High,No,Yes,Good,47.1,5.6,66.2,5.1,38.97,Fail
338,Female,Primary,Medium,Yes,No,Excellent,52.5,4.7,90.6,5.7,51.98,Pass
339,Male,Postgraduate,Medium,No,Yes,Average,64.8,,52.2,,43.47,Fail
340,Male,Secondary,Medium,Yes,No,Excellent,,,,7.3,36.71,Fail
341,Male,Secondary,Low,Yes,No,Excellent,44.2,4.1,68.2,6.8,33.49,Fail
342,Male,Primary,High,Yes,Yes,Good,77.8,6.8,83.3,6.4,61.61,Pass
343,Male,Primary,Medium,Yes,No,Average,70.6,5.7,93.0,7.6,57.13,Pass
344,Male,Secondary,Low,No,Yes,Average,51.4,0.0,68.1,6.0,45.03,Fail
345,Male,Secondary,Medium,Yes,No,Good,38.9,5.8,68.8,7.4,46.81,Fail
346,Female,Graduate,Medium,No,Yes,Average,59.8,4.9,92.3,6.1,49.04,Fail
347,Female,Secondary,Medium,Yes,Yes,Average,55.3,4.5,47.0,5.9,50.07,Pass
348,Male,Secondary,Medium,No,No,Excellent,63.7,3.7,69.2,6.2,44.85,Fail
349,Male,Graduate,Low,Yes,No,Average,56.6,6.7,77.9,6.5,43.02,Fail
350,Female,Graduate,Low,No,No,Good,31.9,6.4,,6.9,34.65,Fail
351,Male,Primary,High,Yes,No,Poor,56.2,3.0,67.4,7.3,29.5,Fail
352,Female,Primary,Low,Yes,Yes,Good,57.4,5.3,,4.0,53.7,Pass
353,Female,No Education,High,Yes,Yes,Excellent,,2.6,37.7,6.0,43.33,Fail
354,Male,Graduate,Low,No,Yes,Average,51.5,1.7,65.1,6.5,32.59,Fail
355,Male,Graduate,High,Yes,No,Average,87.2,3.2,81.8,8.8,55.24,Pass
356,Female,Secondary,Medium,Yes,Yes,Good,33.3,6.2,60.3,5.7,35.51,Fail
357,Male,Graduate,Medium,No,No,Good,81.7,6.4,75.9,7.2,50.85,Pass
358,Female,Graduate,Low,Yes,Yes,Good,58.6,5.5,81.7,8.8,39.98,Fail
359,Female,Graduate,Low,Yes,Yes,Average,74.9,6.0,69.9,5.4,50.81,Pass
360,Female,Postgraduate,Low,Yes,Yes,Average,63.2,5.5,77.6,7.5,47.98,Fail
361,Male,Secondary,Low,Yes,No,Excellent,79.1,3.2,60.6,6.0,45.84,Fail
362,Female,Primary,Medium,No,No,Excellent,,5.4,71.9,,47.22,Fail
363,Male,Secondary,Medium,No,No,Good,45.5,6.1,84.2,6.0,51.5,Pass
364,Female,Primary,Medium,Yes,Yes,Excellent,83.3,6.0,,6.1,54.24,Pass
365,Female,Secondary,High,No,No,Good,60.3,6.9,66.2,10.0,46.87,Fail
366,Male,Postgraduate,Medium,Yes,Yes,Good,65.3,5.9,78.4,8.0,54.89,Pass
367,Female,No Education,Medium,Yes,No,Average,80.5,5.2,,8.3,55.73,Pass
368,Female,Primary,Medium,Yes,No,Good,46.5,6.6,44.3,7.6,32.26,Fail
369,Male,Secondary,Medium,Yes,Yes,Good,70.9,4.4,92.4,5.1,54.9,Pass
370,Male,Postgraduate,Medium,Yes,No,Poor,53.2,2.7,70.0,7.5,43.84,Fail
371,Male,Secondary,High,No,No,Good,60.0,4.2,81.4,8.3,41.37,Fail
372,Male,Secondary,Low,No,Yes,Excellent,63.1,3.0,93.0,6.0,56.22,Pass
373,Male,No Education,Low,Yes,No,Good,39.5,3.1,54.4,8.2,38.48,Fail
374,Female,Primary,Medium,Yes,Yes,Good,50.3,4.2,64.4,7.8,35.99,Fail
375,Male,Postgraduate,Low,No,Yes,Excellent,82.3,2.9,70.7,9.2,52.72,Pass
376,Male,Postgraduate,High,No,Yes,Poor,75.3,3.9,63.2,,51.55,Pass
377,Female,No Education,High,No,Yes,Good,61.1,0.7,100.0,5.7,45.34,Fail
378,Male,Postgraduate,Low,Yes,No,Excellent,65.6,4.9,62.1,6.6,48.34,Fail
379,Female,Graduate,Low,No,Yes,Good,57.6,4.5,66.7,8.7,43.97,Fail
380,Male,Postgraduate,Medium,Yes,No,Average,82.3,2.9,78.1,4.8,46.32,Fail
381,Male,Secondary,Medium,Yes,Yes,Average,59.0,5.8,57.0,4.5,44.95,Fail
382,Female,Secondary,Low,Yes,No,Excellent,65.5,6.4,69.1,7.1,42.85,Fail
383,Female,Secondary,Medium,Yes,No,Good,79.2,1.3,79.8,6.5,55.45,Pass
384,Female,Graduate,Medium,Yes,No,Excellent,50.3,3.0,70.0,,37.08,Fail
385,Female,Primary,Medium,Yes,Yes,Good,85.4,3.0,73.6,8.1,52.18,Pass
386,Female,No Education,Low,Yes,Yes,Good,39.0,2.6,67.1,6.3,41.01,Fail
387,Male,Secondary,High,No,Yes,Excellent,86.4,6.2,52.3,4.8,53.93,Pass
388,Male,Graduate,Low,Yes,No,Good,56.4,4.1,,9.5,39.19,Fail
389,Female,Secondary,High,Yes,No,Good,58.4,4.0,100.0,5.8,46.33,Fail
390,Female,Graduate,Medium,Yes,Yes,Good,33.6,0.5,75.3,5.7,30.59,Fail
391,Female,Postgraduate,Medium,No,Yes,Excellent,55.2,5.8,78.4,8.3,49.24,Fail
392,Male,Primary,High,Yes,No,Good,46.4,2.0,85.4,6.5,42.94,Fail
393,Male,Graduate,High,Yes,Yes,Good,52.9,4.6,56.0,6.9,35.58,Fail
394,Female,Secondary,Medium,Yes,No,Average,59.9,,100.0,7.6,46.26,Fail
395,Male,Postgraduate,Low,No,No,Excellent,76.4,7.2,78.0,8.3,56.9,Pass
396,Female,Primary,High,No,No,Average,65.1,1.9,99.5,,49.56,Fail
397,Female,Graduate,Medium,Yes,Yes,Good,66.6,0.0,64.0,8.8,52.6,Pass
398,Male,Graduate,Low,Yes,Yes,Good,45.6,4.9,100.0,4.4,48.36,Fail
399,Female,Postgraduate,High,No,No,Good,48.8,8.1,86.6,,58.16,Pass
400,Female,Graduate,Low,Yes,No,Good,89.0,7.0,83.3,6.0,55.12,Pass
401,Male,Secondary,Low,Yes,Yes,Poor,,4.9,78.5,8.6,39.98,Fail
402,Female,Graduate,Low,Yes,Yes,Good,86.8,3.5,71.3,7.2,48.42,Fail
403,Male,Postgraduate,Medium,Yes,No,Good,58.4,6.1,93.0,6.2,58.32,Pass
404,Female,Graduate,Medium,Yes,No,Excellent,62.0,2.6,77.1,7.8,54.69,Pass
405,Male,No Education,Medium,Yes,No,Average,78.1,5.5,45.5,8.1,41.13,Fail
406,Female,Postgraduate,Medium,Yes,No,Excellent,81.1,5.5,58.2,7.8,48.86,Fail
407,Male,Graduate,Medium,No,Yes,Good,60.3,6.6,72.2,5.8,41.91,Fail
408,Male,Graduate,Medium,Yes,Yes,Excellent,56.2,,79.6,6.4,37.66,Fail
409,Female,Secondary,Low,No,No,Good,61.2,5.3,74.2,7.0,49.96,Fail
410,Male,Graduate,High,Yes,No,Good,67.1,3.5,93.3,7.0,53.79,Pass
411,Male,Secondary,Low,Yes,Yes,Excellent,75.4,4.4,45.7,7.9,44.34,Fail
412,Female,Graduate,High,Yes,Yes,Excellent,62.1,1.0,77.2,4.6,37.86,Fail
413,Female,Primary,Low,No,No,Good,71.3,3.1,47.7,7.4,48.88,Fail
414,Female,Graduate,High,No,Yes,Average,86.6,3.7,86.4,6.7,55.12,Pass
415,Female,Postgraduate,Low,Yes,Yes,Good,67.7,3.5,73.6,6.0,50.98,Pass
416,Male,No Education,Low,No,No,Good,66.7,4.8,81.3,6.1,41.5,Fail
417,Male,Postgraduate,High,Yes,No,Average,39.2,2.9,62.0,6.7,33.78,Fail
418,Male,Secondary,High,No,No,Average,22.5,6.7,94.2,4.0,40.89,Fail
419,Female,Postgraduate,Medium,Yes,Yes,Excellent,67.8,4.5,90.6,6.2,55.57,Pass
420,Female,Graduate,Medium,No,No,Poor,60.6,4.5,,5.9,46.61,Fail
421,Female,Graduate,Medium,Yes,No,Good,54.3,3.8,73.1,7.6,45.73,Fail
422,Female,Graduate,High,Yes,No,Average,65.7,4.8,83.7,6.0,45.28,Fail
423,Male,Postgraduate,Medium,Yes,No,Good,61.1,6.2,64.4,6.7,47.25,Fail
424,Male,Secondary,Medium,Yes,Yes,Poor,78.9,2.8,87.8,8.9,54.73,Pass
425,Male,Secondary,Medium,Yes,Yes,Average,63.3,3.2,99.7,8.2,53.39,Pass
426,Female,Graduate,Medium,Yes,Yes,Good,50.8,3.9,91.1,8.1,47.32,Fail
427,Male,Graduate,High,Yes,Yes,Excellent,76.9,1.8,64.1,6.4,41.2,Fail
428,Female,Graduate,Low,Yes,No,Average,58.7,2.9,80.4,7.7,38.81,Fail
429,Male,Graduate,Low,Yes,No,Good,69.9,3.5,55.6,,32.79,Fail
430,Male,Secondary,Medium,Yes,No,Good,54.8,6.2,83.6,6.8,52.15,Pass
431,Male,Graduate,Medium,No,No,Excellent,52.3,5.0,81.8,7.5,49.72,Fail
432,Female,Primary,Low,Yes,Yes,Good,63.3,4.9,47.0,6.3,44.54,Fail
433,Female,Secondary,Medium,Yes,Yes,Good,62.2,6.2,57.6,8.8,46.0,Fail
434,Male,No Education,High,Yes,Yes,Good,69.2,4.2,70.8,6.8,36.93,Fail
435,Male,Secondary,Low,Yes,Yes,Excellent,58.0,5.3,70.5,7.7,40.16,Fail
436,Female,Secondary,Medium,Yes,Yes,Poor,34.5,4.3,56.9,8.7,33.25,Fail
437,Male,Secondary,Medium,Yes,No,Good,55.5,5.0,80.8,8.2,47.08,Fail
438,Female,Graduate,Medium,Yes,No,Excellent,73.9,3.3,78.8,5.3,50.08,Pass
439,Female,Secondary,High,No,Yes,Good,57.5,0.0,72.1,7.5,41.77,Fail
440,Male,Secondary,Medium,Yes,Yes,Good,58.3,4.2,63.7,8.0,42.69,Fail
441,Male,Secondary,Medium,Yes,No,Good,76.8,7.3,90.7,8.1,59.24,Pass
442,Female,Secondary,Medium,Yes,Yes,Good,51.3,6.4,99.8,5.7,48.21,Fail
443,Male,Secondary,Medium,Yes,No,Good,,6.4,67.7,6.2,51.72,Pass
444,Male,Primary,Medium,No,No,Good,59.6,7.0,65.8,8.2,43.04,Fail
445,Female,Graduate,High,Yes,No,Good,54.7,4.7,82.4,6.1,40.15,Fail
446,Female,Graduate,Medium,Yes,Yes,Good,47.5,4.9,69.6,6.6,37.57,Fail
447,Female,Graduate,Low,Yes,No,Excellent,59.4,3.3,72.9,,42.72,Fail
448,Female,Secondary,Low,Yes,No,Average,69.4,3.9,,6.9,53.36,Pass
449,Male,Secondary,Low,Yes,No,Good,61.9,5.7,46.4,6.1,40.35,Fail
450,Male,Postgraduate,Low,No,Yes,Good,66.6,6.9,94.8,5.9,55.2,Pass
451,Female,Secondary,High,No,Yes,Good,89.2,4.2,76.1,7.4,49.98,Fail
452,Female,Secondary,Medium,No,No,Average,56.9,3.6,68.8,5.4,45.77,Fail
453,Male,No Education,Medium,No,No,Good,66.2,4.5,73.7,6.7,43.32,Fail
454,Female,Secondary,Medium,Yes,No,Excellent,54.4,5.7,74.4,7.4,44.77,Fail
455,Male,Secondary,High,Yes,No,Good,49.3,1.6,49.0,8.6,40.47,Fail
456,Male,Secondary,Medium,No,No,Excellent,53.2,0.0,97.4,7.8,46.94,Fail
457,Male,Graduate,High,No,Yes,Excellent,54.8,3.4,75.6,6.1,35.67,Fail
458,Male,Secondary,Medium,No,No,Average,67.4,2.1,81.6,8.4,38.37,Fail
459,Male,Graduate,High,Yes,No,Average,97.2,3.5,89.3,6.6,61.73,Pass
460,Male,Graduate,Medium,Yes,No,Excellent,51.3,4.2,59.7,5.5,33.35,Fail
461,Male,Graduate,Low,No,No,Excellent,55.8,3.6,82.1,6.8,48.55,Fail
462,Female,Graduate,Medium,No,Yes,Average,61.1,7.4,71.0,8.7,48.6,Fail
463,Female,Postgraduate,Medium,No,No,Poor,67.9,5.2,87.7,7.2,53.5,Pass
464,Female,No Education,Low,Yes,Yes,Average,66.0,5.1,43.1,7.0,36.41,Fail
465,Female,Primary,Medium,Yes,Yes,Excellent,81.3,5.7,73.5,9.0,63.09,Pass
466,Male,No Education,Medium,Yes,No,Average,25.6,2.2,66.0,5.3,42.7,Fail
467,Male,Graduate,Low,No,Yes,Good,26.2,6.6,81.5,5.5,36.57,Fail
468,Female,Postgraduate,High,Yes,No,Excellent,54.6,4.3,82.1,5.1,48.61,Fail
469,Male,Secondary,Medium,Yes,Yes,Poor,78.5,5.8,64.4,7.4,51.66,Pass
470,Female,Postgraduate,High,No,Yes,Good,38.5,2.4,64.3,7.2,33.23,Fail
471,Male,Primary,Medium,Yes,No,Average,20.0,1.4,73.3,8.9,23.79,Fail
472,Female,Postgraduate,Medium,No,No,Excellent,,6.1,61.6,7.3,40.01,Fail
473,Male,Secondary,Medium,Yes,No,Average,65.7,5.3,87.6,6.5,46.15,Fail
474,Female,Primary,Medium,No,No,Good,45.6,2.7,69.5,7.0,38.94,Fail
475,Female,Secondary,High,Yes,No,Good,47.2,2.8,31.4,7.1,26.53,Fail
476,Female,Secondary,Low,No,Yes,Average,47.5,6.8,69.4,5.0,29.15,Fail
477,Male,Secondary,High,No,Yes,Poor,63.7,2.1,59.4,10.0,42.95,Fail
478,Female,Secondary,High,Yes,Yes,Good,52.6,7.8,50.5,7.6,40.92,Fail
479,Female,Graduate,Medium,Yes,No,Average,69.4,2.7,56.4,7.3,49.85,Fail
480,Female,Secondary,High,Yes,No,Excellent,20.0,5.8,76.6,7.7,35.93,Fail
481,Female,Secondary,Medium,Yes,Yes,Excellent,49.1,3.8,94.9,7.9,39.57,Fail
482,Female,Graduate,High,No,No,Good,45.1,5.7,79.7,6.8,32.12,Fail
483,Male,Graduate,Medium,Yes,No,Good,58.2,3.4,65.9,6.2,38.83,Fail
484,Female,Secondary,Low,Yes,Yes,Good,53.9,4.2,81.8,7.7,42.31,Fail
485,Female,Secondary,High,Yes,Yes,Excellent,74.0,4.6,68.1,7.5,54.67,Pass
486,Female,Primary,Medium,No,No,Good,34.1,2.5,64.6,6.0,31.42,Fail
487,Male,Primary,Medium,No,No,Average,62.7,6.0,57.7,,48.77,Fail
488,Male,Graduate,Medium,Yes,No,Average,70.4,3.5,,,42.3,Fail
489,Female,Primary,Low,Yes,Yes,Good,89.8,4.0,69.2,7.9,59.08,Pass
490,Female,Secondary,Medium,Yes,No,Good,54.8,2.5,77.4,8.7,46.41,Fail
491,Male,Graduate,High,Yes,Yes,Good,66.9,,73.6,7.0,38.9,Fail
492,Female,Primary,Low,Yes,Yes,Average,34.9,4.1,68.8,7.4,41.5,Fail
493,Male,Graduate,Low,Yes,No,Good,26.1,9.3,60.8,8.0,36.1,Fail
494,Male,Secondary,Low,Yes,Yes,Average,74.7,6.1,84.1,6.1,57.0,Pass
495,Male,Postgraduate,Medium,Yes,No,Average,61.9,4.5,55.2,7.1,38.07,Fail
496,Male,Secondary,Medium,Yes,Yes,Good,79.7,4.0,86.6,7.2,62.02,Pass
497,Female,Graduate,High,Yes,No,Average,41.4,4.5,60.0,5.9,30.27,Fail
498,Male,Graduate,High,Yes,No,Good,69.8,5.6,63.7,9.8,52.48,Pass
499,Female,No Education,Medium,No,Yes,Good,90.0,2.1,53.0,5.3,51.75,Pass
500,Female,Graduate,Low,Yes,No,Good,68.3,6.7,,5.4,46.48,Fail
501,Female,Postgraduate,High,Yes,Yes,Good,66.1,5.9,89.6,8.6,64.43,Pass
502,Female,Graduate,High,Yes,No,Average,62.1,5.9,82.7,,51.68,Pass
503,Male,Graduate,Medium,No,Yes,Average,38.4,5.4,89.7,5.8,46.38,Fail
504,Female,Postgraduate,Medium,No,Yes,Excellent,82.3,4.5,82.8,7.7,48.92,Fail
505,Female,Secondary,High,Yes,Yes,Good,52.8,5.8,58.4,8.8,51.75,Pass
506,Male,Secondary,Medium,Yes,Yes,Good,69.6,5.7,70.0,7.0,43.54,Fail
507,Female,Graduate,Medium,Yes,No,Poor,38.6,3.8,63.3,10.0,40.14,Fail
508,Female,Secondary,Medium,Yes,Yes,Good,44.3,3.4,95.0,4.9,39.78,Fail
509,Female,Graduate,Low,Yes,Yes,Good,83.5,4.7,57.0,7.8,47.4,Fail
510,Female,Postgraduate,Medium,Yes,Yes,Good,56.8,7.6,88.4,8.4,56.42,Pass
511,Female,Secondary,Medium,Yes,Yes,Good,83.8,2.0,88.4,8.1,60.67,Pass
512,Male,Secondary,Low,Yes,No,Average,60.8,1.6,100.0,6.8,42.97,Fail
513,Female,Graduate,Low,Yes,No,Average,34.4,4.8,68.9,,41.37,Fail
514,Female,Secondary,Low,Yes,Yes,Excellent,75.4,4.6,85.7,7.5,59.71,Pass
515,Male,Graduate,Medium,Yes,No,Excellent,53.2,4.8,,8.0,39.81,Fail
516,Male,Secondary,High,Yes,No,Average,72.5,5.0,65.7,7.7,56.6,Pass
517,Male,Graduate,High,Yes,Yes,Good,62.4,4.1,52.0,8.2,34.34,Fail
518,Female,Primary,Medium,No,No,Average,38.9,7.5,46.8,5.8,30.42,Fail
519,Female,Graduate,Medium,Yes,No,Poor,64.5,1.3,85.7,6.7,49.58,Fail
520,Male,Secondary,High,Yes,No,Average,94.9,2.8,46.8,5.9,45.26,Fail
521,Female,Graduate,Low,No,No,Average,69.4,4.3,69.4,6.5,48.61,Fail
522,Male,Primary,Medium,Yes,Yes,Good,,1.2,81.6,8.2,46.21,Fail
523,Female,Graduate,High,Yes,No,Good,78.1,4.1,77.8,7.1,52.31,Pass
524,Female,Postgraduate,Low,Yes,No,Average,65.2,7.8,81.4,10.0,57.38,Pass
525,Female,Secondary,High,No,No,Poor,65.1,4.5,78.3,7.2,46.88,Fail
526,Male,Primary,High,No,No,Excellent,45.6,5.0,94.2,7.1,46.88,Fail
527,Male,No Education,Low,No,Yes,Average,65.5,2.0,60.7,7.1,46.3,Fail
528,Male,Graduate,Low,Yes,No,Good,77.5,3.3,64.8,6.2,52.58,Pass
529,Male,Graduate,Low,Yes,No,Good,49.5,3.7,63.4,6.9,42.81,Fail
530,Female,Secondary,Medium,Yes,Yes,Good,83.4,3.9,87.5,8.4,51.32,Pass
531,Female,Secondary,Medium,Yes,Yes,Average,60.6,7.1,88.5,7.1,55.01,Pass
532,Female,Secondary,Medium,Yes,No,Average,48.7,5.6,81.8,6.0,40.33,Fail
533,Female,Graduate,Low,Yes,Yes,Average,77.0,2.3,92.8,,48.21,Fail
534,Female,Secondary,High,No,Yes,Average,57.7,5.0,57.3,6.5,40.79,Fail
535,Female,Postgraduate,Medium,Yes,No,Good,73.4,5.5,100.0,7.1,54.25,Pass
536,Female,Primary,Low,Yes,Yes,Good,57.6,6.8,97.8,8.4,56.88,Pass
537,Female,Graduate,Medium,Yes,Yes,Average,61.1,7.7,86.0,5.4,57.01,Pass
538,Male,Secondary,Medium,No,Yes,Poor,69.4,2.5,100.0,6.6,43.58,Fail
539,Male,Secondary,Medium,No,Yes,Good,66.4,2.9,50.2,7.2,36.15,Fail
540,Male,Graduate,Low,Yes,No,Good,,2.0,67.1,4.8,35.18,Fail
541,Female,Graduate,Low,Yes,No,Excellent,,4.0,64.0,6.0,41.54,Fail
542,Female,Postgraduate,High,Yes,Yes,Good,75.9,5.4,85.8,6.2,58.77,Pass
543,Male,Primary,High,No,Yes,Good,60.0,6.5,59.2,6.0,42.47,Fail
544,Female,Primary,Medium,Yes,No,Good,54.1,4.3,86.4,7.2,43.27,Fail
545,Female,Graduate,Medium,Yes,Yes,Excellent,41.6,3.9,95.6,6.8,51.51,Pass
546,Male,Graduate,Medium,Yes,Yes,Excellent,45.8,4.8,85.4,6.3,33.31,Fail
547,Male,Secondary,Medium,Yes,Yes,Average,31.7,2.8,79.3,7.5,41.85,Fail
548,Female,Primary,Medium,No,No,Average,60.5,8.7,60.2,9.1,42.93,Fail
549,Female,Primary,High,Yes,No,Average,53.0,1.3,62.3,9.0,36.44,Fail
550,Female,Postgraduate,Medium,Yes,No,Good,47.5,4.9,93.7,4.7,44.89,Fail
551,Female,Primary,Medium,Yes,No,Good,61.0,8.5,86.7,7.7,60.62,Pass
552,Female,Secondary,Medium,Yes,No,Good,67.5,4.5,74.4,6.8,42.35,Fail
553,Female,Secondary,High,No,No,Poor,93.4,4.1,68.7,7.2,55.18,Pass
554,Female,Secondary,High,Yes,No,Good,39.3,3.8,44.6,6.5,33.3,Fail
555,Female,Primary,Low,No,Yes,Excellent,79.4,4.1,58.9,7.1,39.73,Fail
556,Male,Secondary,Medium,No,No,Average,76.6,7.2,100.0,7.2,55.54,Pass
557,Male,Primary,Medium,Yes,No,Good,50.3,0.1,55.8,6.3,32.29,Fail
558,Male,Graduate,Medium,Yes,No,Good,65.0,7.6,77.8,5.9,47.55,Fail
559,Female,Secondary,Medium,Yes,Yes,Excellent,55.1,,90.1,6.5,44.48,Fail
560,Female,Secondary,High,No,Yes,Excellent,64.8,,56.2,7.3,41.41,Fail
561,Female,Postgraduate,Medium,Yes,No,Good,84.6,3.6,77.8,7.7,58.49,Pass
562,Male,Graduate,High,Yes,No,Good,71.1,5.7,89.1,8.0,53.51,Pass
563,Male,Secondary,Low,Yes,No,Excellent,69.6,1.3,,6.4,51.55,Pass
564,Male,Secondary,High,No,Yes,Good,55.5,5.4,100.0,7.3,46.62,Fail
565,Male,Secondary,High,Yes,No,Average,39.7,8.5,50.0,8.2,30.45,Fail
566,Female,Graduate,Medium,Yes,No,Good,58.9,1.8,90.9,8.4,56.95,Pass
567,Male,Postgraduate,Medium,Yes,No,Average,80.1,4.9,72.4,6.9,50.18,Pass
568,Male,Graduate,Low,Yes,No,Good,39.1,3.2,86.6,6.7,33.98,Fail
569,Female,Graduate,High,No,No,Excellent,46.2,,81.6,7.2,34.37,Fail
570,Male,Graduate,Medium,Yes,No,Good,63.9,4.5,64.0,5.6,50.42,Pass
571,Male,Secondary,Low,No,No,Good,47.2,3.2,78.4,6.8,38.71,Fail
572,Female,Primary,Medium,Yes,No,Average,50.1,5.5,47.1,7.9,34.77,Fail
573,Male,Graduate,Medium,Yes,Yes,Good,55.6,8.1,84.0,7.8,50.26,Pass
574,Female,Postgraduate,Low,Yes,Yes,Average,41.5,4.1,79.5,6.7,46.13,Fail
575,Female,Primary,Low,Yes,No,Average,47.4,5.9,84.6,7.3,43.79,Fail
576,Female,Graduate,Medium,Yes,No,Good,72.6,1.9,90.9,,63.94,Pass
577,Male,Secondary,Medium,Yes,No,Average,42.4,2.6,,7.8,38.49,Fail
578,Female,Secondary,High,Yes,No,Good,38.0,5.4,77.2,6.9,45.27,Fail
579,Male,Primary,High,Yes,Yes,Good,52.5,7.5,61.8,,47.23,Fail
580,Male,Secondary,Medium,Yes,No,Excellent,73.0,5.2,64.3,6.6,48.57,Fail
581,Male,Graduate,High,No,No,Good,59.0,3.9,92.8,6.9,46.68,Fail
582,Female,Secondary,Medium,Yes,Yes,Poor,55.0,4.5,96.5,6.5,51.33,Pass
583,Male,Graduate,Medium,Yes,Yes,Average,62.7,2.0,71.4,7.8,46.7,Fail
584,Male,Graduate,Low,Yes,No,Good,35.8,5.7,75.7,6.5,36.29,Fail
585,Female,Postgraduate,Medium,No,Yes,Good,69.4,6.3,61.4,8.9,49.17,Fail
586,Male,Secondary,Medium,No,No,Good,67.8,3.6,92.6,8.8,57.94,Pass
587,Male,Secondary,Low,Yes,Yes,Good,55.9,3.6,85.0,5.9,56.68,Pass
588,Male,Primary,Medium,No,No,Poor,77.1,5.0,100.0,7.1,61.84,Pass
589,Male,Postgraduate,High,Yes,No,Good,45.1,3.6,61.8,6.2,46.91,Fail
590,Male,Postgraduate,Medium,Yes,No,Good,78.9,4.4,69.3,6.6,48.77,Fail
591,Male,Secondary,Medium,No,Yes,Average,64.3,8.7,78.5,9.4,55.79,Pass
592,Female,Graduate,High,No,No,Average,57.0,4.0,84.7,6.6,53.53,Pass
593,Male,Secondary,High,Yes,Yes,Average,61.7,3.8,71.8,7.4,40.99,Fail
594,Male,Graduate,Low,No,Yes,Average,60.4,3.2,61.9,7.6,39.06,Fail
